"","School List","FT Male","FT Female","FT AGI","FT BIPOC","FT Total","FT White","Year","State"
"1175","APPALACHIAN SCHOOL OF LAW",16,9,0,3,25,22,2023,"VIRGINIA"
"1176","ARIZONA STATE UNIVERSITY",156,77,0,40,233,193,2023,"ARIZONA"
"1177","ARIZONA, UNIVERSITY OF",90,79,0,47,169,122,2023,"ARIZONA"
"1178","ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",35,37,0,9,72,63,2023,"ARKANSAS"
"1179","ARKANSAS, LITTLE ROCK, UNIVERSITY OF",58,46,0,16,104,88,2023,"ARKANSAS"
"1180","ATLANTA'S JOHN MARSHALL LAW SCHOOL",16,19,0,10,35,25,2023,"GEORGIA"
"1181","AVE MARIA SCHOOL OF LAW",24,17,0,5,41,36,2023,"FLORIDA"
"1182","BALTIMORE, UNIVERSITY OF",84,75,0,22,163,141,2023,"MARYLAND"
"1183","BARRY UNIVERSITY",33,34,0,27,67,40,2023,"FLORIDA"
"1184","BAYLOR UNIVERSITY",111,72,0,32,183,151,2023,"TEXAS"
"1185","BELMONT UNIVERSITY",32,18,0,7,50,43,2023,"TENNESSEE"
"1186","BOSTON COLLEGE",124,89,0,42,213,171,2023,"MASSACHUSETTS"
"1187","BOSTON UNIVERSITY",126,86,0,32,213,181,2023,"MASSACHUSETTS"
"1188","BRIGHAM YOUNG UNIVERSITY",68,33,0,12,101,89,2023,"UTAH"
"1189","BROOKLYN LAW SCHOOL",135,81,0,50,219,169,2023,"NEW YORK"
"1190","CALIFORNIA WESTERN SCHOOL OF LAW",56,51,0,24,107,83,2023,"CALIFORNIA"
"1191","CALIFORNIA-BERKELEY, UNIVERSITY OF",175,163,0,78,338,260,2023,"CALIFORNIA"
"1192","CALIFORNIA-DAVIS, UNIVERSITY OF",56,46,0,33,102,69,2023,"CALIFORNIA"
"1193","CALIFORNIA-IRVINE, UNIVERSITY OF",63,62,1,42,133,91,2023,"CALIFORNIA"
"1194","CALIFORNIA-LOS ANGELES, UNIVERSITY OF",144,105,0,70,255,185,2023,"CALIFORNIA"
"1195","CAMPBELL UNIVERSITY",56,56,0,19,112,93,2023,"NORTH CAROLINA"
"1196","CAPITAL UNIVERSITY",53,24,0,11,77,66,2023,"OHIO"
"1197","CARDOZO SCHOOL OF LAW",168,140,0,51,311,260,2023,"NEW YORK"
"1198","CASE WESTERN RESERVE UNIVERSITY",83,40,0,8,124,116,2023,"OHIO"
"1199","CATHOLIC UNIVERSITY OF AMERICA",71,43,0,16,114,98,2023,"DISTRICT OF COLUMBIA"
"1200","CHAPMAN UNIVERSITY",61,47,0,20,108,88,2023,"CALIFORNIA"
"1201","CHARLESTON SCHOOL OF LAW",40,36,0,9,76,67,2023,"SOUTH CAROLINA"
"1202","CHICAGO-KENT COLLEGE OF LAW-IIT",98,49,0,23,147,124,2023,"ILLINOIS"
"1203","CHICAGO, UNIVERSITY OF",146,69,0,35,216,181,2023,"ILLINOIS"
"1204","CINCINNATI, UNIVERSITY OF",59,53,0,14,112,98,2023,"OHIO"
"1205","CITY UNIVERSITY OF NEW YORK",35,57,0,47,93,46,2023,"NEW YORK"
"1206","CLEVELAND STATE UNIVERSITY",123,75,0,25,198,173,2023,"OHIO"
"1207","COLORADO, UNIVERSITY OF",67,53,0,15,122,107,2023,"COLORADO"
"1208","COLUMBIA UNIVERSITY",274,175,1,98,450,352,2023,"NEW YORK"
"1209","CONNECTICUT, UNIVERSITY OF",93,69,0,25,162,137,2023,"CONNECTICUT"
"1210","COOLEY LAW SCHOOL",70,45,0,25,115,90,2023,NA
"1211","CORNELL UNIVERSITY",130,83,0,33,213,180,2023,"NEW YORK"
"1212","CREIGHTON UNIVERSITY",45,24,0,7,69,62,2023,"NEBRASKA"
"1213","DAYTON, UNIVERSITY OF",46,56,0,25,102,77,2023,"OHIO"
"1214","DENVER, UNIVERSITY OF",90,74,0,21,164,143,2023,"COLORADO"
"1215","DEPAUL UNIVERSITY",71,63,0,36,140,104,2023,"ILLINOIS"
"1216","DETROIT MERCY, UNIVERSITY OF",41,47,0,11,88,77,2023,"MICHIGAN"
"1217","DISTRICT OF COLUMBIA",26,30,0,31,56,25,2023,"DISTRICT OF COLUMBIA"
"1218","DRAKE UNIVERSITY",42,46,0,11,88,77,2023,"IOWA"
"1219","DREXEL UNIVERSITY",65,73,0,30,138,108,2023,"PENNSYLVANIA"
"1220","DUKE UNIVERSITY",114,97,0,35,211,176,2023,"NORTH CAROLINA"
"1221","DUQUESNE UNIVERSITY",54,40,0,10,94,84,2023,"PENNSYLVANIA"
"1222","ELON UNIVERSITY",24,40,0,18,64,46,2023,"NORTH CAROLINA"
"1223","EMORY UNIVERSITY",106,92,0,39,198,159,2023,"GEORGIA"
"1224","FAULKNER UNIVERSITY",24,10,0,4,34,30,2023,"ALABAMA"
"1225","FLORIDA A&M UNIVERSITY",26,25,0,36,51,15,2023,"FLORIDA"
"1226","FLORIDA INTERNATIONAL UNIVERSITY",60,42,0,43,103,60,2023,"FLORIDA"
"1227","FLORIDA STATE UNIVERSITY",76,48,0,24,124,100,2023,"FLORIDA"
"1228","FLORIDA, UNIVERSITY OF",160,99,0,59,259,200,2023,"FLORIDA"
"1229","FORDHAM UNIVERSITY",238,185,0,82,423,341,2023,"NEW YORK"
"1230","GEORGE MASON UNIVERSITY",170,109,1,45,280,235,2023,"VIRGINIA"
"1231","GEORGE WASHINGTON UNIVERSITY",358,208,1,219,594,375,2023,"DISTRICT OF COLUMBIA"
"1232","GEORGETOWN UNIVERSITY",497,319,0,160,816,656,2023,"DISTRICT OF COLUMBIA"
"1233","GEORGIA STATE UNIVERSITY",76,79,0,31,155,124,2023,"GEORGIA"
"1234","GEORGIA, UNIVERSITY OF",73,52,0,18,125,107,2023,"GEORGIA"
"1235","GOLDEN GATE UNIVERSITY",42,49,0,20,91,71,2023,"CALIFORNIA"
"1236","GONZAGA UNIVERSITY",38,38,0,20,76,56,2023,"WASHINGTON"
"1237","HARVARD UNIVERSITY",219,150,0,94,369,275,2023,"MASSACHUSETTS"
"1238","HAWAII, UNIVERSITY OF",62,46,0,52,108,56,2023,"HAWAII"
"1239","HOFSTRA UNIVERSITY",92,65,0,24,157,133,2023,"NEW YORK"
"1240","HOUSTON, UNIVERSITY OF",142,92,0,52,234,182,2023,"TEXAS"
"1241","HOWARD UNIVERSITY",57,53,0,86,110,24,2023,"DISTRICT OF COLUMBIA"
"1242","IDAHO, UNIVERSITY OF",54,40,0,0,94,94,2023,"IDAHO"
"1243","ILLINOIS, UNIVERSITY OF",78,59,0,25,137,112,2023,"ILLINOIS"
"1244","INDIANA UNIVERSITY - BLOOMINGTON",74,51,0,18,125,107,2023,"INDIANA"
"1245","INDIANA UNIVERSITY - INDIANAPOLIS",90,91,0,23,181,158,2023,"INDIANA"
"1246","INTER AMERICAN UNIVERSITY OF PUERTO RICO",57,35,0,90,92,2,2023,"PUERTO RICO"
"1247","IOWA, UNIVERSITY OF",51,42,0,18,93,75,2023,"IOWA"
"1248","KANSAS, UNIVERSITY OF",43,31,0,12,74,62,2023,"KANSAS"
"1249","KENTUCKY, UNIVERSITY OF",42,31,1,5,74,69,2023,"KENTUCKY"
"1250","LEWIS AND CLARK COLLEGE",115,76,0,32,192,160,2023,"OREGON"
"1251","LIBERTY UNIVERSITY",26,13,0,9,39,30,2023,"VIRGINIA"
"1252","LINCOLN MEMORIAL",21,27,0,14,48,34,2023,"DISTRICT OF COLUMBIA"
"1253","LOUISIANA STATE UNIVERSITY",59,44,0,14,103,89,2023,"LOUISIANA"
"1254","LOUISVILLE, UNIVERSITY OF",31,27,0,11,58,47,2023,"KENTUCKY"
"1255","LOYOLA MARYMOUNT UNIVERSITY-LOS ANGELES",110,86,0,41,196,155,2023,"CALIFORNIA"
"1256","LOYOLA UNIVERSITY-CHICAGO",121,149,0,66,270,204,2023,"ILLINOIS"
"1257","LOYOLA UNIVERSITY-NEW ORLEANS",61,34,0,27,95,68,2023,"LOUISIANA"
"1258","MAINE, UNIVERSITY OF",50,29,0,9,79,70,2023,"MAINE"
"1259","MARQUETTE UNIVERSITY",66,49,0,10,115,105,2023,"WISCONSIN"
"1260","MARYLAND, UNIVERSITY OF",113,81,0,38,194,156,2023,"MARYLAND"
"1261","MCGEORGE SCHOOL OF LAW",60,52,0,29,112,83,2023,"CALIFORNIA"
"1262","MEMPHIS, UNIVERSITY OF",37,32,0,15,69,54,2023,"TENNESSEE"
"1263","MERCER UNIVERSITY",44,29,0,8,73,65,2023,"GEORGIA"
"1264","MIAMI, UNIVERSITY OF",252,130,0,94,382,288,2023,"FLORIDA"
"1265","MICHIGAN STATE UNIVERSITY",74,52,0,23,128,105,2023,"MICHIGAN"
"1266","MICHIGAN, UNIVERSITY OF",145,78,0,39,223,184,2023,"MICHIGAN"
"1267","MINNESOTA, UNIVERSITY OF",165,134,0,38,299,261,2023,"MINNESOTA"
"1268","MISSISSIPPI COLLEGE",22,24,0,7,46,39,2023,"MISSISSIPPI"
"1269","MISSISSIPPI, UNIVERSITY OF",45,29,0,11,74,63,2023,"MISSISSIPPI"
"1270","MISSOURI, UNIVERSITY OF",38,23,0,9,61,52,2023,"MISSOURI"
"1271","MISSOURI-KANSAS CITY, UNIVERSITY OF",67,46,0,12,113,101,2023,"MISSOURI"
"1272","MITCHELL | HAMLINE",66,79,0,24,146,122,2023,NA
"1273","MONTANA, UNIVERSITY OF",18,25,0,7,43,36,2023,"MONTANA"
"1274","NEBRASKA, UNIVERSITY OF",53,35,0,8,88,80,2023,"NEBRASKA"
"1275","NEW ENGLAND LAW | BOSTON",91,69,0,21,160,139,2023,"MASSACHUSETTS"
"1276","NEW HAMPSHIRE, UNIVERSITY OF",70,64,0,10,143,133,2023,"NEW HAMPSHIRE"
"1277","NEW MEXICO, UNIVERSITY OF",48,58,0,42,106,64,2023,"NEW MEXICO"
"1278","NEW YORK LAW SCHOOL",124,102,0,46,232,186,2023,"NEW YORK"
"1279","NEW YORK UNIVERSITY",243,156,0,83,399,316,2023,"NEW YORK"
"1280","NORTH CAROLINA CENTRAL UNIVERSITY",26,39,0,45,65,20,2023,"NORTH CAROLINA"
"1281","NORTH CAROLINA, UNIVERSITY OF",86,79,1,20,166,146,2023,"NORTH CAROLINA"
"1282","NORTH DAKOTA, UNIVERSITY OF",20,14,0,5,34,29,2023,"NORTH DAKOTA"
"1283","NORTHEASTERN UNIVERSITY SCHOOL OF LAW",62,72,0,35,134,99,2023,NA
"1284","NORTHERN ILLINOIS UNIVERSITY",34,25,0,18,59,41,2023,"ILLINOIS"
"1285","NORTHERN KENTUCKY UNIVERSITY",40,26,0,12,66,54,2023,"KENTUCKY"
"1286","NORTHWESTERN UNIVERSITY",157,104,0,47,261,214,2023,"ILLINOIS"
"1287","NOTRE DAME, UNIVERSITY OF",100,33,0,13,134,121,2023,"INDIANA"
"1288","NOVA SOUTHEASTERN UNIVERSITY",44,44,0,30,88,58,2023,"FLORIDA"
"1289","OHIO NORTHERN UNIVERSITY",15,8,0,3,23,20,2023,"OHIO"
"1290","OKLAHOMA CITY UNIVERSITY",47,36,0,19,83,64,2023,"OKLAHOMA"
"1291","OKLAHOMA, UNIVERSITY OF",41,33,0,16,77,61,2023,"OKLAHOMA"
"1292","OREGON, UNIVERSITY OF",40,54,0,17,95,78,2023,"OREGON"
"1293","PACE UNIVERSITY",80,64,0,20,145,125,2023,"NEW YORK"
"1294","PENNSYLVANIA STATE - DICKINSON LAW",23,33,0,19,57,38,2023,"PENNSYLVANIA"
"1295","PENNSYLVANIA STATE - PENN STATE LAW",47,28,0,13,75,62,2023,"PENNSYLVANIA"
"1296","PENNSYLVANIA, UNIVERSITY OF",167,121,0,66,291,225,2023,"PENNSYLVANIA"
"1297","PEPPERDINE UNIVERSITY",92,57,0,29,149,120,2023,"CALIFORNIA"
"1298","PITTSBURGH, UNIVERSITY OF",112,64,0,22,176,154,2023,"PENNSYLVANIA"
"1299","PONTIFICAL CATHOLIC UNIVERSITY OF P.R.",49,26,0,75,75,0,2023,"PUERTO RICO"
"1300","PUERTO RICO, UNIVERSITY OF",65,45,0,105,110,5,2023,"PUERTO RICO"
"1301","QUINNIPIAC UNIVERSITY",78,60,0,17,138,121,2023,"CONNECTICUT"
"1302","REGENT UNIVERSITY",44,14,0,12,58,46,2023,"VIRGINIA"
"1303","RICHMOND, UNIVERSITY OF",69,68,0,22,137,115,2023,"VIRGINIA"
"1304","ROGER WILLIAMS UNIVERSITY",47,58,0,26,105,79,2023,"RHODE ISLAND"
"1305","RUTGERS UNIVERSITY",121,104,0,51,225,174,2023,"NEW JERSEY"
"1306","SAINT LOUIS UNIVERSITY",62,69,0,21,131,110,2023,"MISSOURI"
"1307","SAMFORD UNIVERSITY",49,33,0,12,82,70,2023,"ALABAMA"
"1308","SAN DIEGO, UNIVERSITY OF",89,62,0,24,151,127,2023,"CALIFORNIA"
"1309","SAN FRANCISCO, UNIVERSITY OF",35,39,0,25,75,50,2023,"CALIFORNIA"
"1310","SANTA CLARA UNIVERSITY",67,84,0,35,152,117,2023,"CALIFORNIA"
"1311","SEATTLE UNIVERSITY",83,82,0,44,165,121,2023,"WASHINGTON"
"1312","SETON HALL UNIVERSITY",91,73,1,27,166,139,2023,"NEW JERSEY"
"1313","SOUTH CAROLINA, UNIVERSITY OF",80,56,0,31,136,105,2023,"SOUTH CAROLINA"
"1314","SOUTH DAKOTA, UNIVERSITY OF",24,18,0,4,42,38,2023,"SOUTH DAKOTA"
"1315","SOUTH TEXAS COLLEGE OF LAW HOUSTON",77,49,0,26,126,100,2023,"TEXAS"
"1316","SOUTHERN CALIFORNIA, UNIVERSITY OF",113,72,1,43,186,143,2023,"CALIFORNIA"
"1317","SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE",20,24,0,8,44,36,2023,"ILLINOIS"
"1318","SOUTHERN METHODIST UNIVERSITY",112,54,0,33,166,133,2023,"TEXAS"
"1319","SOUTHERN UNIVERSITY",63,67,0,91,130,39,2023,"LOUISIANA"
"1320","SOUTHWESTERN LAW SCHOOL",93,86,1,53,180,127,2023,"CALIFORNIA"
"1321","ST. THOMAS, UNIVERSITY OF (MINNESOTA)",83,78,0,29,161,132,2023,"MINNESOTA"
"1322","ST. JOHN'S UNIVERSITY",80,86,2,33,168,135,2023,"NEW YORK"
"1323","ST. MARY'S UNIVERSITY",69,35,0,26,104,78,2023,"TEXAS"
"1324","ST. THOMAS UNIVERSITY (FLORIDA)",75,43,0,38,118,80,2023,"FLORIDA"
"1325","STANFORD UNIVERSITY",101,91,0,38,192,154,2023,"CALIFORNIA"
"1326","STETSON UNIVERSITY",93,86,0,24,181,157,2023,"FLORIDA"
"1327","SUFFOLK UNIVERSITY",95,68,0,26,163,137,2023,"MASSACHUSETTS"
"1328","SYRACUSE UNIVERSITY",54,38,0,13,92,79,2023,"NEW YORK"
"1329","TEMPLE UNIVERSITY",116,108,0,50,224,174,2023,"PENNSYLVANIA"
"1330","TENNESSEE, UNIVERSITY OF",61,41,0,15,102,87,2023,"TENNESSEE"
"1331","TEXAS A&M UNIVERSITY",86,60,0,22,146,124,2023,"TEXAS"
"1332","TEXAS AT AUSTIN, UNIVERSITY OF",213,98,0,42,311,269,2023,"TEXAS"
"1333","TEXAS SOUTHERN UNIVERSITY THURGOOD MARSHALL SCHOOL OF LAW",34,49,0,69,83,14,2023,NA
"1334","TEXAS TECH UNIVERSITY",41,27,0,8,68,60,2023,"TEXAS"
"1335","OHIO STATE UNIVERSITY",75,61,0,24,136,112,2023,"OHIO"
"1336","TOURO UNIVERSITY",45,46,0,18,92,74,2023,"NEW YORK"
"1337","TULANE UNIVERSITY",81,42,0,14,123,109,2023,"LOUISIANA"
"1338","TULSA, UNIVERSITY OF",32,32,0,17,64,47,2023,"OKLAHOMA"
"1339","UNIVERSITY OF BUFFALO-SUNY",63,55,0,7,118,111,2023,"NEW YORK"
"1340","UNIVERSITY OF CALIFORNIA COLLEGE OF THE LAW, SAN FRANCISCO",155,120,0,74,279,205,2023,"CALIFORNIA"
"1341","UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW",99,89,0,54,188,134,2023,"ILLINOIS"
"1342","UNIVERSITY OF MASSACHUSETTS DARTMOUTH",41,18,0,8,59,51,2023,"MASSACHUSETTS"
"1343","UNIVERSITY OF NEVADA - LAS VEGAS",55,55,0,26,110,84,2023,"NEVADA"
"1344","TOLEDO, UNIVERSITY OF",28,27,0,8,55,47,2023,"OHIO"
"1345","UTAH, UNIVERSITY OF",59,47,0,18,108,90,2023,"UTAH"
"1346","VANDERBILT UNIVERSITY",98,59,0,24,157,133,2023,"TENNESSEE"
"1347","VERMONT LAW SCHOOL",69,100,1,28,172,144,2023,"VERMONT"
"1348","VILLANOVA UNIVERSITY",75,53,0,18,128,110,2023,"PENNSYLVANIA"
"1349","VIRGINIA, UNIVERSITY OF",177,99,0,36,276,240,2023,"VIRGINIA"
"1350","WAKE FOREST UNIVERSITY",52,45,0,16,97,81,2023,"NORTH CAROLINA"
"1351","WASHBURN UNIVERSITY",32,27,0,11,59,48,2023,"KANSAS"
"1352","WASHINGTON AND LEE UNIVERSITY",65,30,0,15,95,80,2023,"VIRGINIA"
"1353","WASHINGTON UNIVERSITY",122,106,0,37,231,194,2023,"MISSOURI"
"1354","WASHINGTON, UNIVERSITY OF",78,70,0,28,148,120,2023,"WASHINGTON"
"1355","WAYNE STATE UNIVERSITY",59,56,0,17,115,98,2023,"MICHIGAN"
"1356","WEST VIRGINIA UNIVERSITY",36,33,0,7,69,62,2023,"WEST VIRGINIA"
"1357","WESTERN NEW ENGLAND UNIVERSITY",41,53,0,15,95,80,2023,"MASSACHUSETTS"
"1358","WESTERN STATE COLLEGE OF LAW",30,23,0,13,53,40,2023,"CALIFORNIA"
"1359","WIDENER-COMMONWEALTH",35,32,0,4,67,63,2023,"PENNSYLVANIA"
"1360","WIDENER UNIVERSITY-DELAWARE",41,48,0,10,89,79,2023,"DELAWARE"
"1361","WILLAMETTE UNIVERSITY",30,25,0,7,55,48,2023,"OREGON"
"1362","WILLIAM AND MARY LAW SCHOOL",94,54,0,16,148,132,2023,"VIRGINIA"
"1363","WISCONSIN, UNIVERSITY OF",77,68,0,24,145,121,2023,"WISCONSIN"
"1364","WYOMING, UNIVERSITY OF",21,16,0,8,37,29,2023,"WYOMING"
"1365","YALE UNIVERSITY",164,98,1,39,263,224,2023,"CONNECTICUT"
